,Contract,MonthlyCharges,tenure,Dependents,SeniorCitizen,InternetService,StreamingTV,StreamingMovies,TechSupport,OnlineSecurity,Churn
381,Month-to-month,50.65,1,No,0,DSL,No,No,No,No,Yes
382,Two year,64.8,72,Yes,1,DSL,Yes,Yes,Yes,Yes,No
383,Month-to-month,90.85,1,No,0,Fiber optic,No,Yes,No,No,Yes
384,Two year,108.1,48,No,0,Fiber optic,Yes,Yes,No,No,No
385,Month-to-month,19.95,11,No,1,No,No,No,No,No,Yes
386,Month-to-month,85.45,55,No,1,Fiber optic,No,No,No,No,Yes
387,One year,54.75,42,No,0,DSL,No,Yes,Yes,Yes,No
388,Month-to-month,90.4,44,No,0,Fiber optic,No,Yes,No,No,No
389,Month-to-month,44.0,1,Yes,0,DSL,No,No,No,No,No
390,Month-to-month,95.6,27,No,0,Fiber optic,Yes,Yes,No,No,No
391,Month-to-month,84.8,27,No,1,DSL,Yes,Yes,Yes,No,No
392,Month-to-month,44.3,2,No,1,DSL,No,No,No,No,No
393,Month-to-month,19.9,19,No,0,No,No,No,No,No,No
394,Month-to-month,95.05,42,No,1,Fiber optic,Yes,Yes,No,No,No
395,Two year,90.05,66,No,0,DSL,Yes,Yes,Yes,Yes,No
396,Month-to-month,109.9,33,No,1,Fiber optic,Yes,Yes,Yes,Yes,No
397,Month-to-month,73.95,34,No,0,Fiber optic,No,No,No,No,Yes
398,Month-to-month,54.6,33,No,1,DSL,Yes,Yes,Yes,No,No
399,One year,20.05,23,Yes,0,No,No,No,No,No,No
400,One year,19.75,32,No,0,No,No,No,No,No,No
401,One year,20.05,11,No,0,No,No,No,No,No,No
402,Month-to-month,99.45,69,Yes,0,Fiber optic,Yes,Yes,No,No,Yes
403,One year,55.9,68,No,0,DSL,No,No,Yes,Yes,No
404,Two year,19.7,20,No,0,No,No,No,No,No,No
405,Two year,19.8,72,No,0,No,No,No,No,No,No
406,One year,95.4,60,Yes,0,Fiber optic,Yes,No,No,Yes,No
407,Month-to-month,93.95,32,Yes,1,Fiber optic,Yes,Yes,No,No,No
408,Month-to-month,19.9,1,No,0,No,No,No,No,No,Yes
409,Month-to-month,19.6,1,No,0,No,No,No,No,No,Yes
410,Month-to-month,81.35,3,No,1,Fiber optic,No,No,No,No,Yes
411,One year,24.45,46,No,0,No,No,No,No,No,No
412,Month-to-month,74.95,29,No,0,Fiber optic,No,No,No,No,No
413,Month-to-month,87.35,51,No,0,Fiber optic,No,No,Yes,No,No
414,Month-to-month,70.65,48,No,1,Fiber optic,No,No,No,No,No
415,Month-to-month,73.25,16,Yes,0,Fiber optic,No,No,No,No,No
416,Two year,98.7,70,No,0,Fiber optic,No,Yes,Yes,No,No
417,Two year,24.8,40,Yes,0,No,No,No,No,No,No
418,Month-to-month,83.3,22,Yes,0,Fiber optic,No,Yes,No,No,Yes
419,Month-to-month,75.3,1,No,1,Fiber optic,No,No,No,No,Yes
420,Month-to-month,24.3,5,Yes,0,No,No,No,No,No,No
421,Month-to-month,69.85,7,No,0,Fiber optic,No,No,No,No,No
422,One year,100.55,29,Yes,0,Fiber optic,No,Yes,Yes,No,No
423,One year,25.7,44,Yes,0,No,No,No,No,No,No
424,Month-to-month,40.7,10,No,0,DSL,No,No,No,Yes,No
425,Month-to-month,51.65,55,No,1,DSL,No,No,No,No,No
426,One year,105.1,52,No,1,Fiber optic,Yes,Yes,No,No,No
427,Month-to-month,85.95,10,Yes,0,Fiber optic,No,Yes,No,No,No
428,Month-to-month,75.6,18,No,0,Fiber optic,No,No,No,No,No
429,One year,58.25,68,No,0,DSL,No,No,Yes,Yes,No
430,Month-to-month,19.4,61,Yes,0,No,No,No,No,No,Yes
431,Two year,65.2,72,Yes,0,DSL,Yes,Yes,Yes,Yes,No
432,Month-to-month,53.45,2,No,0,DSL,No,No,No,Yes,No
433,Month-to-month,45.4,12,No,0,DSL,No,No,No,No,Yes
434,Two year,19.75,41,No,0,No,No,No,No,No,No
435,Month-to-month,44.45,26,No,0,DSL,Yes,No,Yes,No,No
436,One year,20.85,36,No,0,No,No,No,No,No,No
437,Two year,114.05,72,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
438,Month-to-month,89.85,35,No,0,Fiber optic,No,Yes,Yes,No,No
439,Month-to-month,55.05,1,No,0,DSL,No,No,Yes,No,No
440,Month-to-month,112.95,16,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
441,Month-to-month,101.55,49,No,1,Fiber optic,Yes,Yes,No,Yes,No
442,One year,114.65,54,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
443,Month-to-month,64.8,18,Yes,0,DSL,No,Yes,No,Yes,No
444,Month-to-month,80.4,36,No,0,Fiber optic,No,Yes,No,No,No
445,Month-to-month,105.9,60,No,0,Fiber optic,Yes,Yes,No,No,Yes
446,Month-to-month,69.55,1,No,0,Fiber optic,No,No,No,No,Yes
447,Two year,25.05,52,Yes,0,No,No,No,No,No,No
448,Month-to-month,94.75,8,Yes,0,Fiber optic,Yes,Yes,No,No,No
449,Two year,105.5,72,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
450,One year,24.7,64,No,0,No,No,No,No,No,No
451,Month-to-month,69.75,22,No,1,DSL,No,Yes,Yes,Yes,No
452,Month-to-month,60.2,60,No,0,DSL,Yes,Yes,Yes,No,No
453,Month-to-month,81.05,28,Yes,0,Fiber optic,No,Yes,No,No,Yes
454,Two year,24.4,61,No,0,No,No,No,No,No,No
455,Month-to-month,104.15,24,No,0,Fiber optic,Yes,Yes,No,No,No
456,One year,92.9,28,Yes,0,Fiber optic,Yes,No,Yes,No,No
457,Two year,80.8,30,Yes,0,DSL,Yes,Yes,Yes,No,No
458,Month-to-month,20.0,2,No,0,No,No,No,No,No,No
459,Month-to-month,75.1,1,No,0,Fiber optic,No,No,No,No,No
460,Month-to-month,19.65,6,Yes,0,No,No,No,No,No,No
461,Month-to-month,69.45,24,No,0,DSL,Yes,Yes,No,No,No
462,Month-to-month,101.15,4,Yes,0,Fiber optic,Yes,Yes,No,No,Yes
463,Month-to-month,99.8,7,No,0,Fiber optic,Yes,Yes,No,No,Yes
464,Two year,116.05,72,No,1,Fiber optic,Yes,Yes,Yes,Yes,No
465,Two year,40.05,70,No,0,DSL,No,Yes,Yes,No,No
466,Two year,102.1,64,No,1,Fiber optic,Yes,Yes,Yes,No,No
467,One year,89.7,72,Yes,0,Fiber optic,Yes,No,No,No,No
468,Two year,19.9,44,Yes,0,No,No,No,No,No,No
469,Month-to-month,55.95,13,Yes,0,DSL,No,Yes,No,No,Yes
470,One year,20.65,17,No,1,No,No,No,No,No,No
471,Month-to-month,55.0,1,No,0,DSL,No,Yes,No,No,Yes
472,Month-to-month,70.05,9,No,0,DSL,Yes,Yes,No,No,No
473,Month-to-month,53.6,24,No,0,DSL,No,No,Yes,Yes,No
474,Month-to-month,74.7,1,Yes,0,Fiber optic,No,No,No,No,Yes
475,Month-to-month,80.25,24,No,0,Fiber optic,No,No,No,No,Yes
476,Month-to-month,76.05,35,Yes,1,DSL,Yes,Yes,Yes,No,No
477,Month-to-month,75.7,7,Yes,0,DSL,Yes,No,Yes,Yes,No
478,Month-to-month,96.1,5,No,0,Fiber optic,Yes,Yes,Yes,No,Yes
479,Month-to-month,69.0,15,Yes,0,Fiber optic,No,No,No,No,Yes
480,Two year,19.65,11,Yes,0,No,No,No,No,No,No
481,Month-to-month,45.3,48,No,0,DSL,No,Yes,No,Yes,Yes
482,Month-to-month,81.45,20,No,1,Fiber optic,No,Yes,No,No,No
483,One year,108.5,72,No,0,Fiber optic,Yes,Yes,Yes,No,No
484,Month-to-month,83.55,8,Yes,0,Fiber optic,Yes,No,No,No,Yes
485,Two year,84.5,72,Yes,0,Fiber optic,No,Yes,No,No,No
486,Month-to-month,100.15,15,No,0,Fiber optic,Yes,Yes,No,No,No
487,Two year,88.6,72,No,0,DSL,Yes,Yes,Yes,No,No
488,Two year,52.55,0,Yes,0,DSL,Yes,No,Yes,Yes,No
489,Month-to-month,74.35,1,Yes,0,Fiber optic,No,No,No,No,Yes
490,Two year,104.8,63,Yes,0,Fiber optic,Yes,Yes,No,No,No
491,Month-to-month,59.0,2,No,0,DSL,Yes,No,No,No,No
492,Month-to-month,74.4,2,No,0,Fiber optic,No,No,No,Yes,Yes
493,One year,64.05,61,No,1,DSL,No,Yes,No,No,No
494,Month-to-month,20.4,1,No,0,No,No,No,No,No,No
495,One year,43.75,22,No,0,DSL,No,Yes,No,No,Yes
496,Month-to-month,60.9,28,No,0,DSL,No,No,Yes,Yes,No
497,Two year,19.8,70,No,0,No,No,No,No,No,No
498,Month-to-month,28.45,5,No,1,DSL,No,No,No,No,Yes
499,Month-to-month,99.7,12,No,0,Fiber optic,No,Yes,No,Yes,Yes
500,One year,116.25,34,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
501,Two year,80.7,71,No,1,Fiber optic,No,No,No,Yes,No
502,One year,65.2,70,Yes,0,DSL,No,Yes,No,Yes,No
503,Month-to-month,84.05,52,Yes,0,Fiber optic,No,No,Yes,Yes,No
504,Two year,79.45,69,Yes,0,DSL,Yes,No,Yes,Yes,No
505,Month-to-month,94.1,20,No,1,Fiber optic,No,Yes,No,No,Yes
506,Month-to-month,78.0,11,Yes,0,Fiber optic,No,No,No,No,No
507,Month-to-month,94.2,2,No,0,Fiber optic,Yes,Yes,Yes,No,Yes
508,Month-to-month,80.5,6,Yes,0,Fiber optic,No,No,Yes,No,Yes
509,Month-to-month,19.85,1,No,0,No,No,No,No,No,No
510,One year,94.3,20,Yes,1,Fiber optic,No,Yes,Yes,Yes,No
511,Month-to-month,106.45,61,No,0,Fiber optic,Yes,Yes,No,Yes,No
512,Month-to-month,74.35,5,No,1,Fiber optic,No,No,No,No,Yes
513,Month-to-month,105.45,56,No,0,Fiber optic,Yes,Yes,Yes,No,No
514,Month-to-month,95.0,30,No,0,Fiber optic,No,No,Yes,Yes,No
515,Month-to-month,104.8,40,No,0,Fiber optic,Yes,Yes,Yes,No,Yes
516,One year,54.3,28,No,0,DSL,No,No,Yes,Yes,No
517,Month-to-month,70.05,5,No,1,Fiber optic,No,No,No,No,No
518,Month-to-month,75.2,27,No,1,Fiber optic,No,No,No,Yes,Yes
519,Month-to-month,20.05,12,No,0,No,No,No,No,No,No
520,One year,105.4,67,Yes,0,Fiber optic,Yes,Yes,No,No,No
521,Month-to-month,51.6,29,No,1,DSL,No,No,No,No,No
522,Month-to-month,85.5,55,Yes,0,Fiber optic,No,Yes,No,No,No
523,Month-to-month,75.6,23,No,0,Fiber optic,No,No,No,No,Yes
524,Month-to-month,100.05,34,No,0,Fiber optic,Yes,Yes,No,No,Yes
525,One year,91.25,52,No,0,Fiber optic,Yes,No,No,Yes,No
526,Two year,115.75,72,Yes,1,Fiber optic,Yes,Yes,Yes,Yes,No
527,One year,94.7,58,Yes,0,Fiber optic,Yes,No,Yes,No,No
528,Two year,19.6,35,Yes,0,No,No,No,No,No,No
529,Two year,99.9,56,No,1,Fiber optic,Yes,No,Yes,No,No
530,Two year,21.1,24,Yes,0,No,No,No,No,No,No
531,Two year,20.05,70,Yes,0,No,No,No,No,No,No
532,Month-to-month,79.95,2,No,0,Fiber optic,Yes,No,No,No,No
533,One year,107.15,68,Yes,1,Fiber optic,Yes,Yes,Yes,No,No
534,Month-to-month,85.0,1,No,0,Fiber optic,No,Yes,No,No,Yes
535,Month-to-month,89.55,12,No,0,Fiber optic,Yes,No,No,No,No
536,Month-to-month,81.55,63,No,0,Fiber optic,No,No,No,No,No
537,One year,58.45,33,Yes,0,DSL,No,No,No,Yes,No
538,One year,95.65,69,No,0,Fiber optic,Yes,Yes,No,No,No
539,Two year,80.6,60,Yes,0,DSL,Yes,Yes,Yes,No,No
540,Two year,113.1,72,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
541,Month-to-month,58.95,11,No,0,DSL,No,Yes,No,No,No
542,Month-to-month,19.55,1,No,0,No,No,No,No,No,No
543,Month-to-month,86.05,10,No,0,Fiber optic,Yes,No,No,No,Yes
544,Month-to-month,45.55,13,No,0,DSL,Yes,No,Yes,Yes,Yes
545,One year,78.95,34,Yes,0,Fiber optic,No,Yes,No,No,No
546,Month-to-month,86.3,39,Yes,0,Fiber optic,Yes,No,No,No,Yes
547,One year,105.05,65,No,0,Fiber optic,Yes,Yes,Yes,No,No
548,One year,101.9,50,No,1,Fiber optic,Yes,No,No,Yes,No
549,Month-to-month,19.75,15,No,0,No,No,No,No,No,No
550,Two year,110.3,72,Yes,0,Fiber optic,Yes,Yes,No,Yes,No
551,Two year,115.6,72,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
552,Two year,19.35,55,Yes,0,No,No,No,No,No,No
553,Two year,25.6,23,Yes,0,No,No,No,No,No,No
554,Month-to-month,80.35,32,No,0,Fiber optic,No,No,No,No,Yes
555,One year,68.75,56,Yes,0,DSL,No,Yes,No,Yes,No
556,Month-to-month,19.9,1,No,0,No,No,No,No,No,No
557,One year,70.6,38,No,0,DSL,Yes,No,Yes,Yes,No
558,Month-to-month,70.2,11,No,0,Fiber optic,No,No,No,No,No
559,Month-to-month,49.3,1,No,0,DSL,No,No,Yes,No,No
560,One year,107.25,56,No,0,Fiber optic,Yes,Yes,Yes,No,No
561,Month-to-month,23.6,3,No,0,No,No,No,No,No,No
562,Month-to-month,69.7,7,Yes,0,DSL,Yes,Yes,No,Yes,No
563,Two year,99.5,59,Yes,0,Fiber optic,Yes,Yes,No,No,No
564,Month-to-month,64.3,7,No,0,DSL,Yes,No,Yes,No,No
565,Two year,70.85,71,Yes,0,DSL,No,Yes,Yes,Yes,No
566,One year,101.9,15,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
567,Two year,73.5,71,No,0,DSL,Yes,No,Yes,Yes,No
568,Month-to-month,100.25,35,No,0,Fiber optic,Yes,Yes,No,No,Yes
569,One year,40.4,11,No,0,DSL,No,No,Yes,No,No
570,Two year,19.25,60,Yes,0,No,No,No,No,No,No
571,Two year,59.6,47,No,1,DSL,No,No,Yes,No,No
572,One year,64.9,11,No,0,DSL,No,Yes,Yes,No,No
573,One year,100.3,56,No,0,Fiber optic,Yes,Yes,No,No,Yes
574,Month-to-month,110.85,28,No,1,Fiber optic,Yes,Yes,Yes,No,No
575,Two year,81.05,61,No,0,DSL,Yes,Yes,Yes,Yes,No
576,One year,98.05,31,Yes,0,Fiber optic,Yes,No,No,Yes,No
577,Month-to-month,70.5,9,No,0,Fiber optic,No,No,No,No,No
578,Month-to-month,94.55,35,No,1,Fiber optic,No,Yes,No,Yes,No
579,Month-to-month,19.65,2,No,0,No,No,No,No,No,No
580,Month-to-month,19.0,12,Yes,0,No,No,No,No,No,Yes
581,Month-to-month,75.3,1,No,0,Fiber optic,No,No,No,Yes,Yes
582,Month-to-month,89.2,4,No,1,Fiber optic,Yes,No,No,No,Yes
583,Month-to-month,19.0,1,Yes,0,No,No,No,No,No,No
584,Month-to-month,20.0,3,No,0,No,No,No,No,No,No
585,Month-to-month,85.7,1,No,1,Fiber optic,Yes,No,No,No,Yes
586,Two year,63.25,52,No,0,DSL,Yes,No,No,Yes,No
587,One year,20.1,5,Yes,0,No,No,No,No,No,No
588,Two year,99.15,72,No,0,Fiber optic,No,Yes,No,Yes,No
589,Two year,90.4,71,Yes,0,DSL,Yes,Yes,Yes,Yes,No
590,Two year,111.9,72,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
591,One year,24.9,46,Yes,0,No,No,No,No,No,No
592,Two year,83.5,63,Yes,0,DSL,Yes,Yes,No,Yes,No
593,Month-to-month,84.3,30,No,0,Fiber optic,No,No,No,Yes,No
594,Month-to-month,45.6,1,No,0,DSL,No,No,No,No,No
595,Month-to-month,61.65,12,No,0,DSL,No,No,Yes,Yes,Yes
596,Two year,54.85,16,No,0,DSL,Yes,No,Yes,Yes,No
597,Month-to-month,65.55,4,No,0,DSL,No,Yes,Yes,No,No
598,One year,90.35,51,No,0,Fiber optic,No,Yes,No,No,No
599,Two year,20.4,65,No,0,No,No,No,No,No,No
600,Month-to-month,74.55,16,No,0,Fiber optic,No,No,Yes,No,No
601,One year,19.95,2,No,0,No,No,No,No,No,No
602,One year,74.25,66,Yes,0,Fiber optic,No,No,No,No,No
603,Two year,108.65,46,No,0,Fiber optic,Yes,Yes,Yes,No,No
604,One year,109.55,32,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
605,Two year,86.65,72,No,0,DSL,Yes,Yes,Yes,Yes,No
606,Two year,81.0,38,Yes,0,DSL,Yes,Yes,Yes,Yes,No
607,One year,47.85,51,Yes,0,DSL,No,No,Yes,No,No
608,Two year,114.55,72,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
609,Month-to-month,105.25,65,No,1,Fiber optic,Yes,Yes,No,Yes,Yes
610,Month-to-month,29.95,9,Yes,0,DSL,No,No,No,No,Yes
611,Month-to-month,65.0,9,Yes,0,DSL,No,No,Yes,Yes,Yes
612,Two year,20.55,66,Yes,0,No,No,No,No,No,No
613,One year,109.8,44,No,1,Fiber optic,Yes,Yes,No,Yes,No
614,Two year,69.5,50,No,0,DSL,No,Yes,Yes,No,No
615,Month-to-month,48.85,15,No,0,DSL,No,No,No,No,No
616,Month-to-month,25.25,8,No,0,DSL,No,No,No,No,No
617,One year,102.85,66,No,1,Fiber optic,Yes,Yes,Yes,No,No
618,Month-to-month,87.55,57,No,0,Fiber optic,No,No,Yes,Yes,No
619,Month-to-month,78.55,7,No,0,Fiber optic,No,No,No,No,No
620,Month-to-month,34.55,10,Yes,1,DSL,No,Yes,No,No,No
621,One year,92.05,62,No,0,Fiber optic,No,No,No,Yes,No
622,One year,85.05,40,Yes,0,Fiber optic,Yes,No,No,No,No
623,Two year,19.7,20,No,0,No,No,No,No,No,No
624,Month-to-month,20.0,7,No,0,No,No,No,No,No,Yes
625,Month-to-month,95.15,25,No,0,Fiber optic,Yes,Yes,Yes,No,No
626,Month-to-month,84.25,23,No,0,Fiber optic,No,No,No,No,No
627,One year,104.6,66,No,1,Fiber optic,Yes,Yes,No,No,No
628,Two year,111.65,72,No,1,Fiber optic,Yes,Yes,Yes,No,No
629,Month-to-month,90.05,49,No,1,Fiber optic,No,Yes,No,No,Yes
630,Month-to-month,110.75,43,Yes,1,Fiber optic,Yes,Yes,Yes,No,Yes
631,Month-to-month,55.0,46,No,0,DSL,No,No,No,Yes,No
632,Two year,89.85,72,Yes,0,DSL,Yes,Yes,Yes,Yes,No
633,One year,20.35,10,No,0,No,No,No,No,No,No
634,One year,54.55,40,No,0,DSL,Yes,Yes,Yes,Yes,No
635,Month-to-month,105.5,65,Yes,0,Fiber optic,Yes,Yes,No,No,Yes
636,Two year,99.45,31,No,0,Fiber optic,Yes,Yes,Yes,No,No
637,Two year,70.9,68,No,0,DSL,No,No,Yes,Yes,No
638,One year,104.55,56,Yes,1,Fiber optic,Yes,Yes,No,Yes,Yes
639,Month-to-month,85.25,10,No,0,Fiber optic,No,Yes,No,No,Yes
640,Two year,25.4,68,Yes,0,No,No,No,No,No,No
641,Month-to-month,56.15,43,Yes,0,DSL,Yes,No,No,No,Yes
642,Month-to-month,89.55,1,No,0,Fiber optic,Yes,Yes,No,No,Yes
643,One year,89.85,49,No,1,Fiber optic,No,Yes,No,No,No
644,Month-to-month,25.25,15,Yes,0,No,No,No,No,No,No
645,Month-to-month,94.55,20,No,1,Fiber optic,Yes,Yes,No,No,Yes
646,Month-to-month,45.7,1,No,0,DSL,No,No,No,No,Yes
647,One year,69.65,50,Yes,0,DSL,Yes,No,Yes,No,No
648,Month-to-month,89.5,2,No,1,Fiber optic,No,Yes,No,No,Yes
649,Month-to-month,70.0,24,No,1,Fiber optic,No,No,No,No,No
650,Month-to-month,69.55,3,No,0,Fiber optic,No,No,No,No,Yes
651,Month-to-month,74.6,1,No,0,Fiber optic,No,No,No,No,Yes
652,Two year,20.1,35,Yes,0,No,No,No,No,No,No
653,Month-to-month,24.8,17,No,0,No,No,No,No,No,No
654,Month-to-month,19.65,8,No,1,No,No,No,No,No,Yes
655,Month-to-month,95.1,10,No,0,Fiber optic,Yes,Yes,Yes,No,No
656,Two year,88.85,68,Yes,0,DSL,Yes,Yes,Yes,Yes,No
657,One year,78.8,45,No,0,DSL,Yes,Yes,No,Yes,No
658,One year,19.85,2,Yes,0,No,No,No,No,No,Yes
659,Month-to-month,20.35,37,No,0,No,No,No,No,No,No
660,Month-to-month,24.25,4,No,0,DSL,No,No,No,No,Yes
661,Month-to-month,45.25,10,No,0,DSL,No,No,No,No,No
662,Month-to-month,20.05,1,No,0,No,No,No,No,No,No
663,Two year,69.55,65,Yes,0,DSL,No,Yes,No,Yes,No
664,Two year,19.5,57,Yes,0,No,No,No,No,No,No
665,Month-to-month,74.75,3,No,0,Fiber optic,No,No,No,No,No
666,Month-to-month,69.65,2,No,0,Fiber optic,No,No,No,No,Yes
667,Month-to-month,30.2,49,No,0,DSL,No,No,No,No,No
668,Month-to-month,45.65,4,No,0,DSL,No,No,No,No,Yes
669,Two year,57.8,70,No,0,DSL,Yes,Yes,Yes,No,No
670,One year,19.85,53,Yes,0,No,No,No,No,No,No
671,Two year,25.55,53,Yes,0,No,No,No,No,No,No
672,Month-to-month,75.05,1,No,0,Fiber optic,No,No,No,No,Yes
673,Month-to-month,24.85,22,No,0,No,No,No,No,No,No
674,Month-to-month,49.15,52,No,1,DSL,Yes,Yes,No,No,Yes
675,Two year,110.35,65,No,1,Fiber optic,Yes,Yes,Yes,Yes,No
676,One year,24.55,48,No,0,No,No,No,No,No,No
677,Month-to-month,34.7,2,No,0,DSL,No,Yes,No,No,Yes
678,Month-to-month,107.95,3,No,0,Fiber optic,Yes,Yes,No,No,No
679,Month-to-month,81.4,45,No,0,Fiber optic,No,No,No,No,No
680,Month-to-month,80.0,1,Yes,0,Fiber optic,No,Yes,No,No,Yes
681,Two year,73.8,61,Yes,0,DSL,Yes,Yes,Yes,No,No
682,Month-to-month,64.4,3,No,0,DSL,Yes,No,Yes,Yes,No
683,One year,103.75,40,No,1,Fiber optic,Yes,Yes,Yes,No,No
684,Month-to-month,71.1,1,No,0,Fiber optic,No,No,No,No,No
685,Month-to-month,49.9,1,No,0,DSL,No,No,Yes,No,No
686,One year,24.6,51,No,0,No,No,No,No,No,No
687,Month-to-month,49.25,2,No,1,DSL,No,No,No,Yes,Yes
688,One year,30.1,52,No,0,DSL,No,No,No,No,No
689,Month-to-month,83.4,51,No,0,Fiber optic,No,Yes,No,No,No
690,Month-to-month,20.45,1,No,0,No,No,No,No,No,No
691,One year,75.25,31,Yes,0,DSL,No,Yes,Yes,Yes,No
692,One year,20.55,47,Yes,0,No,No,No,No,No,No
693,Month-to-month,75.1,3,No,0,Fiber optic,No,No,No,No,Yes
694,One year,20.05,22,No,1,No,No,No,No,No,No
695,Month-to-month,20.65,1,No,0,No,No,No,No,No,No
696,Two year,85.15,72,No,0,DSL,Yes,Yes,Yes,No,No
697,Month-to-month,50.15,3,Yes,0,DSL,No,No,No,No,Yes
698,One year,84.95,47,Yes,1,Fiber optic,Yes,No,No,No,No
699,Two year,66.5,72,Yes,0,DSL,No,No,Yes,Yes,No
700,Two year,63.3,66,Yes,0,DSL,Yes,No,No,No,No
701,Month-to-month,83.15,35,No,0,Fiber optic,Yes,No,No,No,No
702,Month-to-month,84.9,29,No,0,Fiber optic,No,Yes,No,No,No
703,Month-to-month,20.55,2,No,0,No,No,No,No,No,No
704,Month-to-month,49.25,4,No,0,DSL,No,No,No,No,No
705,Month-to-month,79.85,25,No,0,Fiber optic,No,No,No,Yes,Yes
706,Two year,59.6,65,No,0,DSL,No,No,Yes,Yes,No
707,One year,104.65,27,No,1,Fiber optic,Yes,Yes,Yes,No,No
708,Month-to-month,75.3,29,No,0,Fiber optic,No,No,No,No,No
709,Month-to-month,80.1,29,Yes,0,DSL,Yes,Yes,No,No,No
710,Month-to-month,19.55,1,No,0,No,No,No,No,No,Yes
711,Month-to-month,81.0,20,No,0,Fiber optic,No,No,Yes,No,No
712,Two year,24.7,58,No,0,No,No,No,No,No,No
713,Month-to-month,86.0,14,Yes,0,Fiber optic,No,No,Yes,Yes,No
714,Two year,25.4,72,No,0,No,No,No,No,No,No
715,Month-to-month,89.15,46,No,0,Fiber optic,Yes,No,No,Yes,No
716,Two year,58.25,71,No,0,DSL,Yes,Yes,Yes,No,No
717,Month-to-month,85.65,32,No,0,Fiber optic,No,Yes,No,No,No
718,Month-to-month,50.35,26,No,0,DSL,Yes,Yes,No,No,No
719,Month-to-month,80.35,68,No,1,Fiber optic,No,No,No,No,No
720,One year,20.2,2,Yes,0,No,No,No,No,No,No
721,Two year,20.55,61,Yes,0,No,No,No,No,No,No
722,Month-to-month,85.95,4,Yes,0,Fiber optic,No,Yes,No,No,Yes
723,Month-to-month,45.35,3,No,0,DSL,No,No,No,No,Yes
724,Month-to-month,94.5,33,No,1,Fiber optic,Yes,Yes,No,No,Yes
725,Month-to-month,21.25,9,No,1,No,No,No,No,No,No
726,Two year,26.25,22,No,0,No,No,No,No,No,No
727,Month-to-month,80.85,5,Yes,0,Fiber optic,Yes,No,No,No,No
728,Month-to-month,91.7,30,No,1,Fiber optic,No,No,No,Yes,Yes
729,Two year,74.2,65,No,0,DSL,No,Yes,Yes,No,No
730,Month-to-month,87.25,45,No,0,Fiber optic,No,No,Yes,No,Yes
731,Month-to-month,20.35,5,No,0,No,No,No,No,No,No
732,Month-to-month,75.5,25,Yes,0,Fiber optic,No,No,No,No,No
733,Two year,79.05,72,Yes,0,Fiber optic,No,No,No,Yes,No
734,Month-to-month,90.15,27,No,0,Fiber optic,No,Yes,No,No,No
735,Month-to-month,50.6,32,Yes,0,DSL,Yes,Yes,No,No,No
736,One year,110.45,30,No,0,Fiber optic,Yes,Yes,Yes,No,No
737,Two year,101.0,70,No,0,Fiber optic,No,Yes,Yes,Yes,No
738,Month-to-month,79.35,42,No,1,Fiber optic,No,No,No,No,No
739,Two year,89.85,72,No,1,DSL,Yes,Yes,Yes,Yes,No
740,Two year,65.0,47,No,0,DSL,No,No,Yes,Yes,No
741,Month-to-month,80.45,2,No,0,Fiber optic,No,No,No,Yes,No
742,Month-to-month,98.55,10,No,0,Fiber optic,Yes,Yes,No,Yes,Yes
743,Two year,24.1,61,Yes,0,No,No,No,No,No,No
744,Month-to-month,44.05,5,No,0,DSL,No,No,No,No,No
745,Two year,110.8,72,No,1,Fiber optic,Yes,Yes,Yes,No,No
746,Two year,114.95,72,Yes,1,Fiber optic,Yes,Yes,Yes,Yes,No
747,Month-to-month,75.05,3,No,1,Fiber optic,No,No,No,No,No
748,Two year,19.25,48,No,0,No,No,No,No,No,No
749,One year,90.05,63,No,0,Fiber optic,Yes,No,Yes,No,No
750,Month-to-month,56.7,27,No,0,DSL,No,No,No,Yes,No
751,Two year,80.15,70,Yes,0,DSL,Yes,Yes,No,Yes,No
752,Month-to-month,71.35,7,Yes,0,DSL,No,Yes,Yes,Yes,No
753,Two year,20.25,0,Yes,0,No,No,No,No,No,No
754,Month-to-month,90.35,2,No,0,Fiber optic,Yes,No,No,Yes,No
755,Month-to-month,98.55,20,No,1,Fiber optic,Yes,Yes,No,No,Yes
756,Two year,19.7,66,No,0,No,No,No,No,No,No
757,Month-to-month,19.85,3,No,0,No,No,No,No,No,No
758,Month-to-month,85.9,15,Yes,0,Fiber optic,No,Yes,No,No,Yes
759,Two year,90.35,72,Yes,0,Fiber optic,No,No,Yes,Yes,No
760,Month-to-month,20.8,1,No,0,No,No,No,No,No,No
761,Month-to-month,89.25,22,No,0,Fiber optic,Yes,Yes,No,No,Yes
762,Month-to-month,70.3,3,No,0,Fiber optic,No,No,No,No,Yes
763,Two year,66.85,72,Yes,0,DSL,No,No,Yes,Yes,No
