,state,total_charge,international_plan,voice_mail_plan,number_customer_service_calls,churn
2879,NJ,32.29,no,no,1,no
2880,MA,54.9,no,yes,2,no
2881,NV,73.65,no,no,1,yes
2882,TN,64.67,no,no,0,no
2883,LA,50.059999999999995,no,no,1,no
2884,FL,63.71,no,no,3,no
2885,FL,47.910000000000004,no,no,1,no
2886,SC,56.1,no,no,1,no
2887,ID,65.46,no,no,4,no
2888,WY,53.730000000000004,no,no,1,no
2889,NE,54.940000000000005,no,no,0,no
2890,CO,46.18,no,no,2,no
2891,VA,48.730000000000004,no,no,1,no
2892,WV,46.64,no,no,0,yes
2893,AZ,40.64,no,yes,1,no
2894,KS,45.98,no,no,1,no
2895,SD,46.67,no,no,5,yes
2896,ID,65.82,no,no,2,no
2897,TX,57.42,no,no,2,no
2898,SD,48.800000000000004,no,yes,1,no
2899,TN,43.93000000000001,no,no,2,no
2900,TN,59.36,no,no,1,no
2901,DE,72.39,no,no,5,yes
2902,TN,54.88999999999999,no,yes,3,no
2903,OR,64.77,no,yes,2,no
2904,IA,65.55000000000001,no,no,0,no
2905,MI,39.84,no,yes,0,no
2906,AR,42.089999999999996,no,no,3,no
2907,TN,39.61,no,no,1,no
2908,WV,52.36,yes,no,1,yes
2909,IL,47.22,no,no,2,no
2910,DE,61.01,no,no,2,no
2911,NC,38.980000000000004,no,yes,3,no
2912,IA,59.49,no,no,3,no
2913,AL,77.6,no,yes,1,no
2914,HI,56.489999999999995,yes,yes,0,no
2915,PA,63.870000000000005,no,no,1,no
2916,RI,55.690000000000005,no,no,1,no
2917,DC,66.94,no,yes,4,no
2918,TN,72.10999999999999,no,no,1,yes
2919,AL,66.56,no,yes,1,no
2920,IN,68.19,no,no,4,no
2921,UT,89.39,no,no,3,yes
2922,VA,45.04,no,no,3,no
2923,CT,49.46,no,yes,1,no
2924,PA,60.43,no,no,1,no
2925,MI,56.72,no,no,3,no
2926,NC,55.199999999999996,no,yes,1,no
2927,GA,47.34,no,no,2,no
2928,PA,52.54,no,no,2,no
2929,DE,64.97999999999999,yes,yes,2,yes
2930,NY,57.4,no,no,1,no
2931,NE,44.2,no,no,1,no
2932,ME,79.24,no,no,1,yes
2933,NJ,68.73,no,no,1,no
2934,DE,40.14,no,no,1,no
2935,CT,67.75,no,no,1,no
2936,KY,50.57,no,yes,2,no
2937,CO,69.06,no,yes,0,no
2938,NH,61.07,no,no,1,no
2939,MA,45.29,no,no,2,no
2940,LA,53.27,no,no,5,yes
2941,IL,59.61,no,no,3,no
2942,MI,50.27,no,no,3,no
2943,IN,46.370000000000005,no,no,0,no
2944,CO,57.46000000000001,no,yes,0,no
2945,TX,66.09,no,no,0,no
2946,IA,59.480000000000004,no,no,2,no
2947,UT,65.03999999999999,yes,yes,1,no
2948,AL,74.07,no,yes,3,no
2949,NV,56.75000000000001,no,no,1,no
2950,IA,45.89999999999999,no,no,1,no
2951,UT,51.07000000000001,no,no,4,yes
2952,PA,46.959999999999994,no,no,3,no
2953,VA,49.25,no,no,2,no
2954,SC,84.53,no,no,3,yes
2955,WV,52.010000000000005,no,no,5,yes
2956,KY,67.29,no,yes,1,no
2957,DC,54.24,no,no,2,no
2958,HI,58.12,no,no,4,no
2959,MS,58.05,no,yes,0,no
2960,WV,57.19,yes,no,1,yes
2961,NC,63.43,no,no,1,no
2962,ME,59.339999999999996,no,no,4,no
2963,WY,46.879999999999995,no,no,0,no
2964,ME,47.260000000000005,no,yes,1,no
2965,KY,50.03,no,no,3,no
2966,GA,48.03,no,no,0,no
2967,IN,47.089999999999996,no,no,3,no
2968,VA,51.46,no,no,2,no
2969,DC,54.36,no,yes,5,no
2970,ID,53.15,no,no,1,no
2971,DE,67.46000000000001,no,no,2,no
2972,MN,46.09,no,yes,0,no
2973,WY,41.38000000000001,no,no,1,no
2974,NY,56.349999999999994,no,no,1,no
2975,AR,53.260000000000005,no,no,0,no
2976,TX,56.6,no,no,2,no
2977,LA,54.59,no,yes,3,no
2978,UT,52.36,no,yes,0,no
2979,VA,49.849999999999994,no,yes,1,no
2980,TX,74.82000000000001,no,no,2,yes
2981,TN,70.89999999999999,no,no,0,no
2982,PA,48.339999999999996,no,no,2,no
2983,CT,51.62,no,yes,1,no
2984,DE,63.220000000000006,no,no,2,no
2985,UT,62.730000000000004,no,yes,0,no
2986,OK,66.28999999999999,no,no,2,no
2987,NH,46.75,no,yes,1,no
2988,MO,47.21,no,no,0,no
2989,NV,45.279999999999994,no,yes,1,no
2990,HI,64.92,no,no,3,no
2991,DC,46.14,yes,no,1,no
2992,OK,49.25,no,no,1,no
2993,ME,76.79,yes,no,2,yes
2994,AZ,62.74,no,no,1,no
2995,MN,55.5,no,no,0,no
2996,WY,47.96,yes,yes,1,no
2997,WA,44.589999999999996,no,no,2,no
2998,AL,53.22,no,no,1,no
2999,NM,65.86,no,no,0,no
3000,MA,75.08,no,no,1,yes
3001,ME,53.870000000000005,no,yes,5,yes
3002,SD,58.17,yes,no,1,no
3003,LA,45.1,no,no,2,yes
3004,HI,61.89,no,no,1,no
3005,FL,55.129999999999995,no,no,3,no
3006,WI,47.67,no,no,4,yes
3007,SD,73.67,yes,no,2,yes
3008,NH,61.099999999999994,no,no,1,no
3009,NJ,43.629999999999995,no,no,2,no
3010,ND,43.03,no,no,1,no
3011,MA,69.15,no,no,1,no
3012,WV,51.42,no,no,1,no
3013,MI,65.77,no,no,1,no
3014,RI,66.11999999999999,no,no,2,no
3015,NY,83.5,no,yes,0,no
3016,SD,62.98,no,yes,1,no
3017,NV,63.269999999999996,no,yes,2,no
3018,DC,50.589999999999996,no,no,1,no
3019,AR,66.07,no,yes,2,no
3020,CO,65.72999999999999,yes,no,1,no
3021,DC,53.87,yes,yes,1,no
3022,FL,65.41,no,yes,3,no
3023,GA,38.67,no,no,1,no
3024,CT,57.540000000000006,no,no,0,no
3025,IL,46.69,no,no,2,no
3026,WA,67.21,no,no,0,no
3027,MN,46.53,no,no,0,no
3028,NV,57.410000000000004,no,no,1,no
3029,UT,53.81,yes,no,1,no
3030,MS,40.28,no,no,6,yes
3031,OH,69.9,no,yes,1,no
3032,WV,73.53999999999999,no,no,1,yes
3033,UT,55.43000000000001,no,no,0,no
3034,CT,60.269999999999996,no,no,1,no
3035,NH,53.6,no,no,0,no
3036,DE,58.41,no,no,1,no
3037,CO,68.36,no,yes,2,no
3038,ID,61.93000000000001,yes,no,6,yes
3039,DE,77.92,no,yes,3,no
3040,PA,62.74,yes,no,0,no
3041,NJ,33.55,no,no,1,no
3042,MO,55.91,no,no,3,no
3043,OK,52.330000000000005,no,no,2,no
3044,RI,74.25999999999999,no,no,1,yes
3045,MS,56.75,yes,no,3,no
3046,VA,72.64,no,no,2,yes
3047,IL,59.42,no,no,0,no
3048,MS,64.5,no,yes,1,no
3049,OK,74.35,no,no,2,yes
3050,TN,57.53,no,no,1,yes
3051,WV,48.769999999999996,no,no,2,no
3052,FL,72.52,no,no,1,yes
3053,NH,44.31,no,no,3,no
3054,NY,53.7,no,yes,2,no
3055,NE,59.06,no,no,3,no
3056,WV,58.18,no,yes,0,no
3057,NV,64.68,yes,no,3,no
3058,CT,50.59,no,no,3,no
3059,KS,70.05,no,yes,1,no
3060,NH,76.51,yes,no,1,yes
3061,ND,36.88,no,no,2,no
3062,AR,58.57000000000001,yes,yes,3,yes
3063,MA,52.56,no,no,2,no
3064,WI,57.17,no,no,1,no
3065,AL,55.46,no,yes,0,no
3066,WV,57.28,no,no,3,no
3067,CO,58.54,yes,no,2,no
3068,VA,51.959999999999994,no,yes,0,no
3069,NH,57.85,no,yes,2,no
3070,TN,63.44,no,no,0,yes
3071,UT,49.709999999999994,no,no,2,no
3072,MA,60.94,no,no,2,no
3073,KY,49.37,no,no,0,no
3074,WY,69.92,no,yes,1,no
3075,DE,59.309999999999995,no,no,5,no
3076,MI,38.69,no,yes,0,no
3077,NY,70.28999999999999,no,no,2,no
3078,NH,67.22999999999999,no,no,2,no
3079,DE,62.559999999999995,no,no,1,no
3080,NJ,71.24,no,yes,1,no
3081,IA,46.23,no,no,3,no
3082,OR,58.31,no,no,0,no
3083,PA,64.25,no,no,0,no
3084,MI,80.03,no,yes,5,no
3085,FL,82.69999999999999,no,no,1,yes
3086,PA,44.82,yes,yes,1,no
3087,WV,56.21,no,no,4,no
3088,WI,52.94,no,no,1,no
3089,TX,65.32,no,no,1,no
3090,MS,55.62,no,no,3,no
3091,FL,46.49,no,no,3,no
3092,WV,52.93,no,yes,5,yes
3093,SC,45.11000000000001,no,no,2,no
3094,GA,73.26,no,no,4,yes
3095,GA,49.0,no,no,2,no
3096,HI,61.66,no,yes,3,no
3097,HI,46.709999999999994,no,no,3,no
3098,MA,54.879999999999995,no,yes,1,no
3099,NH,68.54,no,no,0,no
3100,AL,34.8,no,no,0,no
3101,NC,50.830000000000005,no,no,1,no
3102,MT,58.769999999999996,no,no,2,no
3103,NV,60.300000000000004,no,yes,2,no
3104,SC,52.94,no,no,1,no
3105,VA,65.42999999999999,no,no,2,no
3106,RI,53.120000000000005,no,no,1,no
3107,WV,49.43,no,no,1,no
3108,ME,48.93000000000001,no,no,0,no
3109,AL,76.91000000000001,no,no,1,yes
3110,NC,58.51,yes,no,1,no
3111,MT,77.33000000000001,no,no,0,yes
3112,TN,53.300000000000004,no,no,3,no
3113,LA,51.4,no,no,3,no
3114,SC,60.21000000000001,no,no,0,no
3115,IN,72.62,no,no,5,yes
3116,IA,48.089999999999996,no,no,0,no
3117,AK,55.42,no,no,1,no
3118,GA,47.09,no,no,1,no
3119,LA,61.730000000000004,no,no,0,no
3120,MI,47.82000000000001,no,no,0,no
3121,FL,47.89,no,no,1,no
3122,UT,70.34,no,no,4,no
3123,MT,30.619999999999997,no,yes,1,no
3124,OR,56.14,no,no,3,yes
3125,AL,63.67,no,yes,1,no
3126,AR,39.96,no,no,1,no
3127,MD,43.870000000000005,no,no,1,no
3128,ND,53.95,no,no,3,no
3129,NH,66.42,no,no,2,no
3130,ID,60.47999999999999,no,no,3,no
3131,MS,52.28,no,no,3,no
3132,KS,64.59,no,yes,1,no
3133,CT,40.56999999999999,no,no,2,no
3134,NJ,63.7,no,no,0,no
3135,SC,45.64,no,no,3,no
3136,VA,56.769999999999996,no,yes,2,no
3137,FL,39.160000000000004,no,yes,5,yes
3138,AZ,51.65,no,no,1,no
3139,OR,58.6,no,no,0,no
3140,TX,58.790000000000006,no,no,1,no
3141,MD,59.07,no,no,2,no
3142,WV,45.28,no,no,2,no
3143,GA,48.589999999999996,no,no,1,no
3144,VA,50.650000000000006,no,no,0,no
3145,NE,64.11,no,yes,1,no
3146,TX,67.87,no,yes,2,no
3147,VA,62.66000000000001,no,no,2,no
3148,DC,38.57,no,yes,0,no
3149,NE,47.67,yes,no,0,no
3150,MS,53.480000000000004,yes,no,1,no
3151,TN,55.629999999999995,no,yes,1,no
3152,ID,53.03,no,no,1,no
3153,KS,75.63000000000001,no,no,1,yes
3154,NM,55.17,no,no,4,no
3155,WV,58.089999999999996,yes,no,1,no
3156,AL,63.71999999999999,no,no,2,no
3157,CO,57.589999999999996,no,no,4,no
3158,NJ,41.760000000000005,no,no,4,yes
3159,ID,61.0,no,no,0,no
3160,WA,64.73,no,yes,2,no
3161,DC,48.23,no,no,2,no
3162,TX,40.55,no,no,0,no
3163,HI,45.620000000000005,no,no,0,no
3164,LA,58.47,no,no,0,no
3165,MD,55.92999999999999,no,no,0,no
3166,MN,66.75,no,no,1,yes
3167,RI,56.35,no,no,0,no
3168,PA,60.07,no,no,2,no
3169,NV,58.760000000000005,no,no,3,no
3170,ND,58.14,no,no,1,no
3171,MO,69.42999999999999,no,no,4,no
3172,OH,62.84,no,no,0,no
3173,UT,49.379999999999995,no,no,3,no
3174,DE,72.63,no,no,3,yes
3175,CT,32.86,no,no,2,no
3176,NH,54.589999999999996,no,yes,1,no
3177,ID,68.59,no,yes,0,no
3178,LA,62.79,no,no,0,no
3179,VA,66.31,yes,yes,0,no
3180,ID,63.0,no,no,2,no
3181,VA,64.0,no,no,0,no
3182,AL,46.129999999999995,no,no,2,no
3183,VT,69.32,no,no,2,no
3184,MS,40.36,no,no,1,no
3185,HI,66.69,no,no,0,no
3186,OH,62.83,no,yes,1,no
3187,NY,60.76,no,no,2,no
3188,WI,66.4,no,no,0,no
3189,MO,59.83,no,no,1,no
3190,AL,65.47,no,no,0,no
3191,CO,57.22,no,yes,4,no
3192,NJ,27.03,no,no,2,no
3193,SC,61.72,no,no,1,no
3194,AK,58.97,no,yes,0,no
3195,AK,33.92,no,no,1,no
3196,MN,28.89,no,no,1,no
3197,MI,49.02,no,yes,2,no
3198,KS,55.63,no,no,3,no
3199,NJ,54.620000000000005,no,yes,1,no
3200,OR,41.29,no,no,1,no
3201,IA,56.65,no,no,1,no
3202,NJ,52.53,no,no,3,no
3203,NY,50.230000000000004,no,no,0,no
3204,MN,72.2,no,yes,3,no
3205,OH,55.86000000000001,no,yes,0,no
3206,SD,59.46000000000001,no,no,1,no
3207,UT,54.24,no,yes,1,yes
3208,OH,54.81,no,yes,1,no
3209,MS,59.09,no,yes,2,no
3210,PA,41.78,no,no,2,no
3211,NH,45.57,no,yes,3,no
3212,MO,62.37,no,no,1,no
3213,TN,37.88,no,yes,3,no
3214,TN,69.68,no,yes,4,no
3215,AL,62.23,no,yes,1,no
3216,LA,64.41,no,no,2,no
3217,NV,74.66,no,yes,1,yes
3218,OK,49.13000000000001,no,no,2,no
3219,FL,50.14,no,no,0,no
3220,MD,60.349999999999994,no,no,3,no
3221,KY,63.09,no,no,4,no
3222,NY,51.68,no,no,0,no
3223,KY,55.099999999999994,no,no,3,no
3224,MS,67.02,yes,yes,0,no
3225,WI,53.54,no,no,3,no
3226,NH,52.39,no,yes,2,no
3227,OR,56.190000000000005,no,no,2,no
3228,WI,57.35,no,no,0,no
3229,KS,63.44,no,no,1,no
3230,MT,60.59,no,no,2,no
3231,ID,45.13,no,no,2,no
3232,TX,80.33999999999999,no,no,0,yes
3233,NY,58.67999999999999,no,no,2,no
3234,NJ,66.28,no,no,0,no
3235,KS,38.230000000000004,no,yes,1,no
3236,MS,55.809999999999995,no,no,1,no
3237,MI,43.07000000000001,yes,yes,2,no
3238,DE,67.19,no,no,1,no
3239,IL,65.72,no,no,3,no
3240,VA,60.94,no,no,2,no
3241,IN,71.22,no,yes,0,no
3242,TN,51.34,no,no,2,no
3243,WV,58.34,no,no,4,no
3244,TX,61.22,no,no,2,no
3245,MT,56.65,no,yes,0,no
3246,AL,59.68,no,no,3,no
3247,FL,65.34,no,yes,3,no
3248,KY,56.65,no,no,0,yes
3249,OH,43.97,no,yes,3,no
3250,ID,55.620000000000005,no,no,0,no
3251,NJ,52.260000000000005,no,no,0,no
3252,NM,43.49,no,yes,2,no
3253,UT,57.71,no,no,0,no
3254,MO,50.56999999999999,no,yes,6,yes
3255,WV,69.84,no,no,0,yes
3256,ND,48.12,no,yes,1,no
3257,KS,48.76,no,no,1,no
3258,CO,56.260000000000005,no,no,0,no
3259,OH,67.88999999999999,no,yes,1,no
3260,IN,29.880000000000003,no,yes,0,no
3261,OK,57.25,no,no,3,no
3262,ID,64.64,no,no,0,no
3263,DE,46.93000000000001,no,no,0,no
3264,WA,47.080000000000005,no,yes,2,no
3265,MA,66.29,no,no,1,no
3266,FL,59.53,no,no,1,no
3267,AR,72.66,no,no,3,yes
3268,AL,60.760000000000005,no,no,0,no
3269,CA,50.52,no,no,3,no
3270,RI,71.30000000000001,no,yes,1,no
3271,ND,60.60999999999999,yes,no,1,no
3272,MT,49.059999999999995,no,no,4,yes
3273,NJ,70.34,no,no,1,no
3274,OK,43.82000000000001,no,yes,2,no
3275,ME,40.43,no,yes,0,no
3276,OK,56.8,yes,no,3,no
3277,IL,44.129999999999995,no,yes,3,no
3278,GA,62.68000000000001,no,yes,2,no
3279,NC,54.54,no,yes,0,no
3280,HI,55.81999999999999,no,no,2,no
3281,OK,66.16000000000001,no,no,0,no
3282,DC,65.64,no,yes,1,no
3283,SC,60.6,no,no,1,no
3284,MN,57.33,no,no,0,no
3285,HI,63.19,no,yes,1,no
3286,NJ,58.02,no,no,2,no
3287,MI,56.209999999999994,no,no,1,no
3288,UT,66.66,no,no,1,no
3289,IA,64.69,no,yes,1,no
3290,CO,52.64,no,no,1,no
3291,MS,56.709999999999994,no,no,1,no
3292,MA,55.769999999999996,no,no,0,no
3293,NY,46.81,no,no,0,no
3294,VA,52.24,no,no,0,no
3295,IN,58.59,no,yes,4,no
3296,NH,80.19,no,yes,0,no
3297,AK,77.28,no,no,2,yes
3298,WV,61.480000000000004,no,no,1,no
3299,NM,41.910000000000004,no,no,1,no
3300,RI,63.59,no,no,1,no
3301,KS,55.82,no,no,1,no
3302,AR,54.019999999999996,no,yes,2,no
3303,NH,69.02,no,no,2,no
3304,KY,67.0,yes,yes,1,yes
3305,KS,53.580000000000005,no,yes,2,no
3306,SC,61.169999999999995,no,no,1,no
3307,ID,56.23,no,no,2,no
3308,OH,55.16,no,yes,1,no
3309,AL,53.03,no,no,1,no
3310,KS,63.870000000000005,no,no,0,no
3311,CT,61.12,yes,no,3,yes
3312,WY,56.120000000000005,no,yes,4,no
3313,NV,71.22,no,yes,5,no
3314,ID,60.839999999999996,no,yes,0,no
3315,IN,66.75,no,yes,4,no
3316,AK,52.66,no,no,3,no
3317,AR,44.78,no,no,0,no
3318,WI,50.43,yes,yes,3,no
3319,IN,50.95,no,no,1,no
3320,AZ,55.7,no,yes,3,no
3321,IN,46.28999999999999,no,no,2,no
3322,NC,57.940000000000005,no,no,0,no
3323,MD,56.33,no,no,4,no
3324,NM,59.0,no,no,3,no
3325,OH,75.69,no,no,2,yes
3326,IN,36.72,no,no,0,yes
3327,VA,57.120000000000005,no,yes,0,no
3328,AL,53.64,no,no,0,no
3329,IA,39.51,no,yes,0,no
3330,VA,59.470000000000006,no,yes,2,no
3331,NV,63.07,no,no,2,no
3332,WY,53.85,no,yes,1,no
3333,MA,60.089999999999996,no,no,1,no
3334,UT,63.86,yes,yes,2,no
3335,NH,51.760000000000005,no,no,2,no
3336,NJ,68.85,no,yes,0,no
3337,MA,57.970000000000006,no,no,1,no
3338,GA,60.57,no,yes,1,no
3339,AK,63.809999999999995,no,no,1,no
3340,AR,60.21999999999999,no,yes,1,no
3341,WV,53.769999999999996,no,no,1,no
3342,OR,50.43,no,no,1,no
3343,ID,66.91,yes,no,1,no
3344,NY,70.2,no,no,3,yes
3345,KY,72.16999999999999,no,no,0,no
3346,RI,58.64,yes,no,0,no
3347,ID,55.169999999999995,no,no,2,no
3348,NH,51.58,no,yes,1,no
3349,CO,45.33,no,no,1,no
3350,IA,66.15,no,no,0,no
3351,MT,53.66,no,no,4,yes
3352,WY,66.07,no,yes,3,no
3353,WI,58.58,no,no,1,no
3354,DE,62.400000000000006,no,no,1,no
3355,WA,80.56,no,no,3,yes
3356,UT,58.62,no,no,0,no
3357,KY,69.22999999999999,no,no,1,no
3358,NH,59.120000000000005,no,no,0,no
3359,RI,59.480000000000004,yes,yes,1,no
3360,CA,39.76,no,no,1,no
3361,PA,67.3,no,yes,2,no
3362,MA,53.949999999999996,no,no,5,yes
3363,WI,62.59,no,no,0,no
3364,MT,55.21,no,yes,2,no
3365,GA,62.09,no,yes,2,no
3366,AZ,53.6,no,yes,1,no
3367,ME,52.82000000000001,no,yes,0,no
3368,ME,58.07,no,no,1,no
3369,UT,43.59,yes,no,0,no
3370,MD,66.16,no,no,1,no
3371,DC,72.59,no,no,5,yes
3372,OH,51.29,no,no,1,no
3373,MO,32.95,no,no,2,no
3374,ID,47.47,no,no,4,yes
3375,WA,75.07000000000001,no,no,1,yes
3376,NY,60.22,no,no,2,no
3377,NJ,56.59,no,no,1,no
3378,NM,49.42,no,no,1,no
3379,ID,43.66,no,no,3,yes
3380,MO,52.459999999999994,no,no,1,no
3381,NJ,89.75,no,no,1,yes
3382,NC,53.95,no,no,0,no
3383,KY,58.99,no,yes,2,no
3384,CT,54.52,no,no,2,no
3385,NY,48.31,no,no,1,no
3386,OH,54.94,no,no,1,no
3387,IL,50.46,no,yes,0,no
3388,IL,57.25,no,no,1,no
3389,WA,63.61,no,yes,1,no
3390,NJ,47.81,yes,no,1,yes
3391,WI,41.26,no,yes,1,no
3392,WV,56.06,no,yes,1,no
3393,AL,56.900000000000006,no,no,0,no
3394,WY,65.33,no,no,1,no
3395,ME,50.41,no,no,3,no
3396,LA,55.83,no,no,3,no
3397,WI,70.99000000000001,no,no,1,no
3398,NH,45.29,no,no,2,no
3399,HI,45.040000000000006,no,no,2,no
3400,WV,43.519999999999996,no,no,1,no
3401,UT,65.01,no,no,4,no
3402,HI,54.76,no,no,1,no
3403,VT,46.519999999999996,no,no,3,no
3404,MD,46.38,no,no,1,no
3405,TN,47.01,yes,yes,5,yes
3406,GA,65.94,no,no,2,no
3407,MA,52.92,no,no,2,no
3408,ND,61.58,yes,no,3,yes
3409,NJ,43.150000000000006,no,no,1,no
3410,NH,43.57000000000001,no,no,5,yes
3411,NJ,64.61,no,no,2,no
3412,FL,59.970000000000006,no,yes,3,no
3413,WY,55.54,no,no,1,yes
3414,TX,46.79,no,yes,3,no
3415,MA,41.49,no,no,2,no
3416,ID,76.17,no,no,0,yes
3417,TX,41.980000000000004,no,no,1,no
3418,DE,57.43000000000001,no,no,1,no
3419,NY,62.74,no,no,2,no
3420,ME,65.22,no,no,3,no
3421,NM,64.24,no,no,2,no
3422,IL,64.96000000000001,no,yes,2,no
3423,LA,61.49,no,no,2,no
3424,TN,65.96000000000001,no,no,0,no
3425,MI,44.17,yes,no,3,no
3426,MS,53.349999999999994,no,no,2,no
3427,DE,72.74000000000001,no,no,2,yes
3428,KS,58.47,no,no,3,no
3429,RI,66.48,no,yes,1,no
3430,WI,56.660000000000004,no,yes,0,no
3431,MT,53.03,no,yes,1,no
3432,WV,67.62,no,no,0,no
3433,IL,46.65,no,no,3,yes
3434,OR,53.150000000000006,no,no,1,no
3435,MN,64.46,no,yes,1,no
3436,TX,57.54,no,no,3,no
3437,LA,48.38,no,no,4,yes
3438,AL,52.32,no,no,1,no
3439,MD,47.71,no,no,1,no
3440,ND,61.1,no,no,2,no
3441,DC,55.58,no,no,2,no
3442,MD,56.01,no,no,2,no
3443,MA,45.14,no,yes,1,no
3444,DC,61.03,no,no,0,no
3445,NJ,59.48,yes,yes,2,yes
3446,RI,47.26,yes,yes,0,no
3447,AL,64.83,no,no,1,no
3448,TX,68.72,no,no,1,no
3449,MS,52.33,no,no,2,no
3450,WI,52.63,no,yes,0,no
3451,ME,66.16,no,no,2,no
3452,MT,62.11000000000001,no,no,2,no
3453,ID,56.42,no,no,3,no
3454,ND,49.919999999999995,no,no,1,no
3455,AZ,42.49,no,no,0,no
3456,CA,47.470000000000006,no,no,1,no
3457,NJ,74.19,no,no,1,yes
3458,NV,60.39,no,no,0,no
3459,NV,68.64,no,no,1,no
3460,AL,44.14,no,yes,3,no
3461,SC,50.45,no,yes,1,no
3462,WV,54.69,no,no,7,no
3463,OH,54.45,yes,no,1,yes
3464,TX,49.45,no,no,1,no
3465,ME,47.089999999999996,no,no,0,no
3466,MT,61.34,no,no,1,no
3467,NJ,57.17,no,no,1,no
3468,UT,71.28,no,no,1,yes
3469,DC,50.849999999999994,no,yes,1,no
3470,UT,51.12,no,no,0,no
3471,CO,57.37,no,no,4,no
3472,MA,60.07,no,no,1,no
3473,FL,57.2,no,no,0,no
3474,ID,52.92999999999999,yes,yes,0,no
3475,CO,45.92,no,no,1,no
3476,PA,61.61,no,no,1,no
3477,KY,51.46,no,no,1,no
3478,ID,40.99,no,no,1,no
3479,AK,62.78,no,no,0,no
3480,AL,45.32,no,no,3,no
3481,SC,35.519999999999996,yes,no,2,no
3482,MN,50.03,no,no,1,no
3483,KS,55.09,yes,no,5,no
3484,MA,70.21000000000001,no,no,1,no
3485,KY,59.41,no,no,2,yes
3486,WI,50.01,yes,no,0,no
3487,MI,55.46,no,no,5,no
3488,NV,56.92,no,no,3,no
3489,DC,59.15,no,no,0,no
3490,NE,48.12,no,no,2,no
3491,OR,62.980000000000004,no,no,1,no
3492,OR,61.39,no,yes,1,no
3493,AR,62.96,yes,no,2,yes
3494,UT,81.8,no,no,1,yes
3495,AZ,64.58,yes,yes,3,no
3496,ME,56.36000000000001,no,no,0,no
3497,MT,54.089999999999996,no,no,3,no
3498,OK,51.839999999999996,no,no,1,no
3499,VT,55.129999999999995,no,no,2,no
3500,ID,48.0,no,no,3,no
3501,SC,46.42,no,no,3,no
3502,MA,51.95,no,no,5,yes
3503,OK,77.1,no,no,0,yes
3504,CO,41.2,no,no,1,no
3505,WA,44.129999999999995,no,no,1,no
3506,KS,77.11,no,no,0,yes
3507,GA,57.41,no,no,1,no
3508,AL,65.27000000000001,no,no,3,yes
3509,KY,60.1,yes,no,0,no
3510,LA,49.540000000000006,no,yes,2,no
3511,MN,76.41,no,no,1,yes
3512,WV,76.78999999999999,no,no,1,yes
3513,WY,67.37,no,no,3,no
3514,NE,48.03,no,no,0,no
3515,MI,50.28,no,no,1,no
3516,NH,56.09,no,no,2,no
3517,AK,67.23,no,no,0,no
3518,AZ,55.050000000000004,no,yes,0,no
3519,NV,58.83,no,no,1,no
3520,WV,49.019999999999996,no,yes,1,no
3521,VT,59.13,yes,no,4,yes
3522,OK,63.01,no,no,2,no
3523,OR,65.93,no,no,0,yes
3524,NY,73.44,no,no,2,yes
3525,ME,53.739999999999995,no,no,1,no
3526,VA,44.64,no,no,2,no
3527,NY,45.78,no,no,1,no
3528,MD,57.220000000000006,yes,no,2,no
3529,GA,44.32,no,no,0,no
3530,WY,59.14000000000001,no,yes,0,no
3531,WV,49.39,no,no,2,no
3532,OH,56.169999999999995,no,yes,4,no
3533,AK,60.56,yes,yes,1,yes
3534,IL,59.660000000000004,no,no,1,no
3535,RI,66.72,no,no,3,no
3536,WY,43.76,no,no,3,no
3537,WA,51.32,no,no,1,no
3538,CO,47.34,no,no,3,no
3539,AL,61.699999999999996,no,yes,2,no
3540,IA,40.7,no,yes,1,no
3541,OH,58.21,no,no,0,no
3542,HI,71.52000000000001,no,no,2,yes
3543,WV,49.22,no,no,1,no
3544,ID,56.33,no,no,1,no
3545,TX,46.58,no,no,2,no
3546,ID,41.019999999999996,no,yes,1,no
3547,CA,52.05,no,no,2,no
3548,OR,45.03,no,no,0,no
3549,NY,59.1,no,no,1,no
3550,MI,47.650000000000006,no,no,2,no
3551,WA,56.010000000000005,no,no,1,no
3552,VT,66.96000000000001,no,no,1,no
3553,DC,51.71,no,yes,3,no
3554,TX,54.7,no,no,4,yes
3555,NJ,52.059999999999995,no,no,1,no
3556,ND,58.15,no,no,0,no
3557,CO,74.22,no,yes,1,no
3558,CO,61.28,no,no,3,no
3559,GA,63.5,no,yes,0,no
3560,UT,51.66,no,no,0,no
3561,CO,48.25,no,no,1,no
3562,AZ,58.71,no,no,0,yes
3563,CT,56.13,no,no,1,no
3564,NM,58.779999999999994,yes,no,1,no
3565,ME,61.529999999999994,no,yes,2,no
3566,CT,43.339999999999996,no,no,0,no
3567,MO,51.47,no,no,2,no
3568,WY,65.37,yes,no,4,no
3569,DC,43.7,no,no,2,no
3570,RI,45.84,no,no,3,no
3571,VA,67.12,no,no,1,no
3572,MA,62.24,no,no,3,no
3573,MT,66.22,no,no,3,no
3574,WA,46.82,no,no,0,no
3575,TN,35.86,yes,no,3,yes
3576,ND,32.56999999999999,no,no,1,no
3577,ME,35.81,no,no,3,no
3578,CO,72.72,no,no,0,yes
3579,DC,40.85,yes,no,1,yes
3580,UT,60.21,no,no,3,no
3581,ID,77.21000000000001,no,yes,1,no
3582,UT,54.59,no,no,0,no
3583,MD,45.17,no,no,1,no
3584,VT,33.589999999999996,yes,no,0,no
